artifact,dataset,model,operator,fold,branches,residual_mode,timestamp,matrix_name,mean_cosine_branch,max_cosine_branch,min_cosine_branch
cosine_branch,DD,MatrixRes,GCNConv,3,B8,identity,20260507_100524,cosine_branch,0.9238864164799452,1.0000001192092896,0.8131257891654968
cosine_branch,DD,MatrixRes,GCNConv,4,B1,identity,20260507_091317,cosine_branch,0.9999999403953552,0.9999999403953552,0.9999999403953552
cosine_branch,DD,MatrixRes,GCNConv,4,B2,identity,20260507_091618,cosine_branch,0.9989648908376694,1.0,0.9979298114776611
cosine_branch,DD,MatrixRes,GCNConv,4,B3,identity,20260506_223318,cosine_branch,0.9891196158197191,1.0,0.9677913188934326
cosine_branch,DD,MatrixRes,GCNConv,4,B3,identity,20260507_092016,cosine_branch,0.9891174634297689,1.0,0.9677848219871521
cosine_branch,DD,MatrixRes,GCNConv,4,B4,identity,20260507_092533,cosine_branch,0.9619819112122059,1.0000001192092896,0.8688052296638489
cosine_branch,DD,MatrixRes,GCNConv,4,B5,identity,20260507_093247,cosine_branch,0.9414820003509522,1.0000001192092896,0.8216378092765808
cosine_branch,DD,MatrixRes,GCNConv,4,B6,identity,20260507_094131,cosine_branch,0.9251202891270319,1.000000238418579,0.7864917516708374
cosine_branch,DD,MatrixRes,GCNConv,4,B7,identity,20260507_095212,cosine_branch,0.919051529193411,1.0000001192092896,0.7712286710739136
cosine_branch,DD,MatrixRes,GCNConv,4,B8,identity,20260507_100319,cosine_branch,0.9056432200595737,1.000000238418579,0.755191445350647
cosine_branch,DD,Plain,GCNConv,0,B3,identity,20260506_220121,cosine_branch,0.8057092163297865,1.0,0.6934621334075928
cosine_branch,DD,Plain,GCNConv,0,B3,identity,20260506_222425,cosine_branch,0.5334497690200806,1.0,0.14701251685619354
cosine_branch,DD,Plain,GCNConv,1,B3,identity,20260506_222440,cosine_branch,0.6600053376621671,1.0000001192092896,0.4822087585926056
cosine_branch,DD,Plain,GCNConv,2,B3,identity,20260506_222348,cosine_branch,0.7980727752049764,1.000000238418579,0.6843872666358948
cosine_branch,DD,Plain,GCNConv,3,B3,identity,20260506_222519,cosine_branch,0.6495345963372124,1.0000001192092896,0.29057180881500244
cosine_branch,DD,Plain,GCNConv,4,B3,identity,20260506_222520,cosine_branch,0.8183996544943916,1.0000001192092896,0.7005650997161865
cosine_branch,DD,VerticalRes,GCNConv,0,B3,identity,20260506_220142,cosine_branch,0.8768820365269979,1.0,0.7935006022453308
cosine_branch,DD,VerticalRes,GCNConv,0,B3,identity,20260506_222633,cosine_branch,0.5820629596710205,1.0,0.28420838713645935
cosine_branch,DD,VerticalRes,GCNConv,1,B3,identity,20260506_222706,cosine_branch,0.6964358819855584,1.0000001192092896,0.47336310148239136
cosine_branch,DD,VerticalRes,GCNConv,2,B3,identity,20260506_222614,cosine_branch,0.8133179744084676,1.000000238418579,0.6766231656074524
